Emotion,Text
neutral,"Yeah, yeah, okay."
joy,"Uh, look buddy, I came with that girl, and I had this plan to kiss her at the new years countdown – I’m trying to win her over, so I was wondering if.."
anger,"Oh come on man, you can dance with my partner, she’s real, uh, mellow!"
neutral,"Well, I was hoping after tonight that maybe I could you know"
anger,"Ross, get over it! It’s not like she hates you."
sadness,Yeah but
neutral,"Ross, she’s not weird, she just wants her stuff to be one of a kind."
anger,Huh. Y’know what’s not one of a kind? A twin!
joy,"Ooh, Phoebe’s here! Okay, let’s turn out all the lights and we’ll just watch the movie!"
joy,"Okay. Hey—Ooh, cool sheets!"
joy,"Oh, you like it? You wanna know where I got it?"
joy,Sure!
joy,He got it a flea market!
neutral,And Joey?
neutral,How do you think she's doing?
joy,Thank you!
neutral,Now that Rachel's gone?
sadness,So hot I cried myself to sleep last night.
sadness,"Oh, god help us."
sadness,"I know, but, I made a huge mistake. I never should have broken up with her. Will you help me? Please?"
joy,"So honey, this morning was fun, huh? Me hopping in on you in the shower there."
joy,Yeah! And maybe someday we could get a place with two bathrooms.
neutral,"Look Carol umm, I was, I was thinking maybe uh, maybe we can spice things up a little."
sadness,Carol our sex life is—it’s just not working
joy,Hey there little fella!
neutral,"Hey, uh-hey, why don’t we get some shoes on ya, huh?"
joy,"Hey, why don’t you show dad how you can put your shoes on, in your room!"
joy,Yay!
joy,Yay!
joy,Yay!
neutral,"Seriously, our sex life… I was thinking, maybe I don’t know, we could try some-some new things."
neutral,For fun?
joy,"Well I don’t know umm,  what if we were too tie each other up?"
neutral,"Umm, some people eat stuff off one another."
neutral,"Umm, y’know we-we could try dirty talk?"
neutral,"Umm, we could, we could have a threesome."
joy,I love that idea!
neutral,So who’s idea was it to put everybody in the diner on skates?
anger,"Oh, some idiot customer put a suggestion in the suggestion box."
joy,"Yeah! Okay, here you go."
neutral,"Rachel, I made you a cocoa."
anger,Sit!
neutral,Hi.
neutral,All those things I said about not being ready
fear,They’re not true?
neutral,"No, they’re-they’re all true."
joy,Oh.
neutral,But
neutral,You wanna go inside and have some coffee?
neutral,Yeah.
neutral,Okay.  Every time.
anger,"What, Phoebe, did you whip the potatoes? Ross needs lumps!"
sadness,"Oh, I'm sorry, oh, I just, I thought we could have them whipped and then add some peas and onions."
sadness,"Well, 'cause then they'd be like my mom used to make them, you know, before she died."
neutral,"Ok, three kinds of potatoes coming up."
joy,"Ok, good-bye you guys. Thanks for everything.  Oh, sorry! Oh, sorry!"
neutral,The balloon?
neutral,"No, no, the actual cartoon character. Of course the balloon. It's all over the news. Right before he reached"
neutral,"I can't, I gotta go."
anger,Almost never.
neutral,Got the keys?
neutral,Ok.
neutral,What d'you think?
neutral,Lot of things.
neutral,Which one do you think she is?
neutral,May I help you?
neutral,"Oh, no thanks, we're just here to observe."
neutral,You don't observe a dance class. You
neutral,What does she mean?
neutral,I think she means  'You
anger,"Okay, d'y'see anybody you think could be me?"
anger,People! Last time there were some empty yoghurt containers lying around after class. Let's not have that happen again!
neutral,She could be you.
neutral,"Let's get started. Five, six, a-five six seven eight..."
anger,"Okay, I'm not getting this!"
joy,I'm totally getting it!
sadness,Did you ever feel like sometimes you are just so unbelievably uncoordinated?
neutral,"Alright people, now everyone grab a partner."
neutral,"Okay. And, my, dead, mother, says, you, are, it. I'm with Rachel."
neutral,"Nooo, it wasn't."
joy,"Ooh, and it's so nice having this little sink here..."
joy,"Oh, ain't this nice? It's so quiet, I could just lie here all day."
neutral,I know
joy,Open your drapes! Open your drapes!
joy,I'm so glad we've got adjoining rooms!
joy,The sun is out!
anger,Hey! Remember when I had corneas?
neutral,"Ok listen, you go down to the pool and reserve the chairs, and I'll get the magazines and the lotion."
neutral,Ladies? Ross's speech is in 45 minutes.
anger,"Walls are pretty thin, guys!"
joy,"Hi uh, I’m Joey Tribbiani and with all do respect I’d like to donate some fluids."
neutral,"We’re actually at the end of one of our research cycles, so we’re not looking for applicants right now."
sadness,"Oh that’s too bad. I’ve kinda been saving up.  Uh, are you sure there’s no studies I can participate in?"
neutral,"Well, here’s a schedule of what’s coming up."
neutral,Thanks.  Well but this one starts now.
neutral,"Oh that one is available now, but only identical twins are eligible. It’s a twins study."
sadness,Sorry.
neutral,Well how about this one? Testing the effects of Joey Tribbiani on attractive nurse receptionists.
joy,"We already got the results back on that on, and they’re not good."
neutral,Hey! How’s it goin’?
neutral,"Well, not much has changed in the last five minutes."
joy,Yes it has! I made cookies!
neutral,Oh that’s all right. I’m still full from your homemade potato chips.
joy,But you should eat them now because they’re hot from the oven.
neutral,Okay.
joy,"Oh-ho! But not in here! Can’t eat ‘em in bed, remember? No crumbies!"
neutral,"Okay, I’ll be out in a second."
neutral,Okay!
neutral,What are you doing?
neutral,That doesn’t lock does it?
neutral,That saves us a conversation.
neutral,"Well, listen, this has been great but I'm officially wiped."
neutral,"Me too, we should get goin'."
neutral,No.
neutral,"Okay, here comes another camera."
neutral,Right. No biggie. Stay loose.
neutral,Why do they keep doing that?
neutral,"If we wanna get on camera, I think we have to get up on one of those platforms."
neutral,They’ve been taping those people up there all day.
neutral,Right.
joy,"Hey, what’d you guys do to get up on there?"
joy,Oh yeah? Well when you learned how to dance did you forget how to put on underpants?
joy,Yeah!
neutral,"Yeah, well you’d be better if you just loosened your hips a little."
neutral,What do you mean?
neutral,Like this.
neutral,"That’s it, feel the rhythm. That’s better."
neutral,Uh-huh.
neutral,"Okay, you’re dancing with that girl over there."
joy,No-no-no-no-no we came together!
neutral,"I don’t see it.  You are dancing with the tall guy over there. Tall guy, raise your hand!"
sadness,"No-no hey buddy, please let me dance with that girl, I really like her and I think I have a shot."
anger,"Really, y’think so? I don’t.."
anger,Why aren’t you home yet?!
anger,Is someone there?
neutral,"Oh yes, it’s me! Sorry!"
neutral,What are you doing here?
neutral,"Uh, I’m just, I’m just looking out your window. At-at the view. What are you guys doing?"
neutral,We got some
neutral,"Oh, he brought her back to his apartment."
neutral,"Ugh, she"
sadness,"Oh my God, look-look he’s taking off her clothes!"
sadness,Ross! Wait!
joy,"Elizabeth, thank God! I was just thinking about"
anger,You suck!!
anger,What?!
anger,"Okay, break-up’s still on!"
neutral,Hey.
neutral,Hey.
sadness,"Look, I understand if you came by to hit me, I deserve it."
neutral,"No, I don’t want to hit you."
anger,Oh what then? Kick me?
neutral,No.
neutral,"Well, the delivery went out to you and I realized they forgot this."
neutral,"Ah, must’ve been fairly obvious since it was the only thing left in your store."
neutral,"Listen, to be honest, home deliveries are really a part of my job description."
neutral,Oh.
fear,Oh uh…I actually came here to ask you out.
joy,"Oh! Wow! Uh, yeah! That sounds great. I’m just gonna put this  back in my pocket, pretend"
joy,Sure!
anger,Horny bitch.  No! You’re a horny bitch! Noooo! You’re the horny bitch! No! You’re a horny bitch!
joy,Chandler!! You have the best taste in men!
neutral,"Well, like father, like son."
joy,Patrick and I had such a great time last night! I mean I think this could maybe turn into something serious.
fear,"Well, y'know, possibly.  You didn’t tell him that, though? Right?"
neutral,"Ummmmmmmm, no."
anger,You told this guy that I was looking for a fling?! You don’t tell the guy that!
sadness,"Oh, between you telling him that I wanted to have a fling and me putting out on the first date—oh, he’s so gonna get the wrong idea."
neutral,"Alright, so I'm back in high school, I'm standing in the middle of the cafeteria, and I realize I am totally naked."
neutral,"Oh, yeah. Had that dream."
neutral,That's right.
neutral,Never had that dream.
neutral,No.
neutral,"All of a sudden, the phone starts to ring."
joy,Honey! Dinner’s ready!
joy,What’s my little chef got for me tonight?
joy,Your favorite!
joy,"Ho-ho-ho,  fried stuff with cheese!"
joy,Yep! And lot’s of it!
joy,Thanks sweetheart. Give me a little sugar here.  Okay.
joy,"Okay, in we go."
joy,Here we go! Here we go! Here we go!  How you doin’?
neutral,"Something went wrong with Underdog, and they couldn't get his head to inflate."
joy,"So anyway, um, his head is like flopping down Broadway, right, and I'm just thinking... how inappropriate this is."
neutral,"Um, I've got something in my eye, uh, Joey, could we check it in the light, please?"
anger,Hello! Were we at the same table? It's like... cocktails in Appalachia.
neutral,"Come on, they're close."
neutral,"Oh, like you've never gotten a little rambunctious with Ross."
neutral,"Well, who's to say what's true? I mean..."
neutral,"All right, look, I'm not proud of this, ok? Well, maybe I am a little."
neutral,"Wait, wait, wait. You want him, I want her. He likes you."
neutral,"Yeah. I'm thinking, if we put our heads together, between the two of us, we can break them up."
joy,Hello! One marriage please!
joy,"Yep, we wanna get married!"
neutral,All right.
joy,Dum! Dum-dum-dum! Dum! Dum! Dum! Dum-dum-dum!
neutral,What are you doing?
neutral,"Oh, that's"
neutral,"No, only because that's the graduation song."
joy,Okay!  This is it!  We're gonna get married!
neutral,Are you sure you wanna do this?
joy,"Well, hello, Mrs. Ross!"
joy,"Well, hello, Mr. Rachel!"
neutral,Wait!  Okay!
neutral,Would you ever be a surrogate for anyone?
neutral,It depends on who asked.
neutral,What if I asked?
neutral,"Oh, Mon, sure."
neutral,No.
joy,Yes! Totally!
joy,Oh! Thank you! Thank you! Thank you! Yes! Thank you!
joy,"You…are…not going to believe it! Joshua came into work today, and guess what happened?"
joy,No. But I was showing him some cufflinks and I felt his pulse.
joy,Saucy!
neutral,What are these?
neutral,Electrical plans for the building.
fear,"Okay, okay, okay should I be scared?"
neutral,"I know that switch does something, okay?"
neutral,So-so I went down to city hall and got these.
sadness,All I had to do was pay $25 and wait in line for three hours.
neutral,Uh-oh-okay. Uh-oh-okay. I know what you all are thinking. But Chandler is in
neutral,Yeah! No that's what I was thinking.
neutral,"So I'm asking you please, take a moment before you judge me."
neutral,"Oh, nobody's judging you."
joy,"Oh! Okay!  You, Mister Right Place at the Right Time, call me!"
joy,I want that place so much!!
sadness,I was so sure that was gonna work!
neutral,"All right honey, we'd better go if we wanna catch that movie."
neutral,Bye!
neutral,Bye!
sadness,Bye Chandler!   I miss you already.
neutral,"Okay, so now do you believe that she's attracted to me?"
anger,Phoebe knows and she's just trying to freak us out! That's the only explanation for it!
anger,Okay but what about y'know my pinchable butt and my bulging biceps—She knows!
fear,"Ross, umm, you've been in there for a long time. I'm starting to get kinda freaked out."
