Emotion,Text
anger,i personally feel a little offended i put millennia of brainstorming into those particular three vices
anger,i wasnt feeling mad at god or angry for him allowing this to happen to me i was just sad
sadness,i tend to pretend i understand what someone says even when i dont fully understand because i dont want them to feel embarrassed or to seem like im not in the know
sadness,i feel humiliated the annoying little college student who takes on causes and pesters everyone about them
sadness,i left feeling completely disillusioned and a little more cautious with any contractual interactions with vietnamese people
sadness,i have a confession to make and i feel so rotten about this
anger,im feeling a bit greedy
sadness,i never feel as alone as i do when i bare my soul to some friend because it s then that i best understand the unbreakable barrier
sadness,i spent so much of my pregnancy feeling like a listless slug
anger,i feel really petty and immature but i dont want to cheat on greg or end up breaking up because were fighting over the stupid little things
anger,i can feel this really effecting my attitude toward her i feel bitter and angry
sadness,i feel no word can be quite as dirty as the word sexual intercourse where it is used wrongly
sadness,i am feeling a little groggy this morning not to mention a headache
anger,i am feeling grumpy and irritated
fear,im still feeling a little shaky as i write this post
sadness,im tired of feeling hopeless
sadness,i can drop people who are using me no problem and i can certainly assert myself with the children but asking nik to leave early on an easy day just because im feeling weepy and want a hug
anger,i feel rebellious even
fear,i am feeling like it might look just a little suspicious if i go home and dont meet with him
fear,i feel a bit tortured right now
anger,i feel like every day is a blur of running being irritated with my son and doing something pertaining to making dinn
anger,i hate feeling like this im always getting mad for no reason feeling lonely
anger,i was feeling frustrated and tired today
anger,im feeling slightly irritable but generally level headed and actually not in a bad mood
fear,i feel a bit timid about using this blog because i know that other classmates and even complete strangers will be able to read it
anger,i get a sort of tunnel vision heart rate increases i cant feel my arms or legs and i cant hear a thing this being the more dangerous of the side effects that have meant i cant hear the stop whistle if i have injured my opponent and thus has lead to tournament disqualifications and fines
